sep=,
"Input","Match type","Approved symbol","Approved name","HGNC ID","Location"
"ITIH2","Approved symbol","ITIH2","inter-alpha-trypsin inhibitor heavy chain 2","HGNC:6167","10p14"
"S100A8","Approved symbol","S100A8","S100 calcium binding protein A8","HGNC:10498","1q21.3"
"PFDN6","Approved symbol","PFDN6","prefoldin subunit 6","HGNC:4926","6p21.32"
"NF1","Approved symbol","NF1","neurofibromin 1","HGNC:7765","17q11.2"
"DZIP1","Approved symbol","DZIP1","DAZ interacting zinc finger protein 1","HGNC:20908","13q32.1"
"RPP25","Approved symbol","RPP25","ribonuclease P and MRP subunit p25","HGNC:30361","15q24.2"
"ARMC6","Approved symbol","ARMC6","armadillo repeat containing 6","HGNC:25049","19p13.11"
"TRIML2","Approved symbol","TRIML2","tripartite motif family like 2","HGNC:26378","4q35.2"
"PLEKHO1","Approved symbol","PLEKHO1","pleckstrin homology domain containing O1","HGNC:24310","1q21.2"
"HPN","Approved symbol","HPN","hepsin","HGNC:5155","19q13.11"
"SNRPA1","Approved symbol","SNRPA1","small nuclear ribonucleoprotein polypeptide A'","HGNC:11152","15q26.3"
"ZDHHC17","Approved symbol","ZDHHC17","zinc finger DHHC-type palmitoyltransferase 17","HGNC:18412","12q21.2"
"SLC2A1","Approved symbol","SLC2A1","solute carrier family 2 member 1","HGNC:11005","1p34.2"
"SNRPB2","Approved symbol","SNRPB2","small nuclear ribonucleoprotein polypeptide B2","HGNC:11155","20p12.1"
"EIF3D","Approved symbol","EIF3D","eukaryotic translation initiation factor 3 subunit D","HGNC:3278","22q12.3"
"CABLES2","Approved symbol","CABLES2","Cdk5 and Abl enzyme substrate 2","HGNC:16143","20q13.33"
"GTPBP4","Approved symbol","GTPBP4","GTP binding protein 4","HGNC:21535","10p15.3"
"CDC25A","Approved symbol","CDC25A","cell division cycle 25A","HGNC:1725","3p21.31"
"RPL36","Approved symbol","RPL36","ribosomal protein L36","HGNC:13631","19p13.2"
"EPB41","Approved symbol","EPB41","erythrocyte membrane protein band 4.1","HGNC:3377","1p35.3"
"CETN1","Approved symbol","CETN1","centrin 1","HGNC:1866","18p11.32"
"ERCC4","Approved symbol","ERCC4","ERCC excision repair 4, endonuclease catalytic subunit","HGNC:3436","16p13.12"
"TNFRSF14","Approved symbol","TNFRSF14","TNF receptor superfamily member 14","HGNC:11912","1p36.32"
"WWP2","Approved symbol","WWP2","WW domain containing E3 ubiquitin protein ligase 2","HGNC:16804","16q22.1"
"SPNS1","Approved symbol","SPNS1","sphingolipid transporter 1 (putative)","HGNC:30621","16p11.2"
"ARRB2","Approved symbol","ARRB2","arrestin beta 2","HGNC:712","17p13.2"
"DNAJC16","Approved symbol","DNAJC16","DnaJ heat shock protein family (Hsp40) member C16","HGNC:29157","1p36.21"
"HNRNPUL2","Approved symbol","HNRNPUL2","heterogeneous nuclear ribonucleoprotein U like 2","HGNC:25451","11q12.3"
"IPO7","Approved symbol","IPO7","importin 7","HGNC:9852","11p15.4"
"DNM1L","Approved symbol","DNM1L","dynamin 1 like","HGNC:2973","12p11.21"
"EIF3F","Approved symbol","EIF3F","eukaryotic translation initiation factor 3 subunit F","HGNC:3275","11p15.4"
"HNRNPA2B1","Approved symbol","HNRNPA2B1","heterogeneous nuclear ribonucleoprotein A2/B1","HGNC:5033","7p15.2"
"PHKA2","Approved symbol","PHKA2","phosphorylase kinase regulatory subunit alpha 2","HGNC:8926","Xp22.13"
"EBNA1BP2","Approved symbol","EBNA1BP2","EBNA1 binding protein 2","HGNC:15531","1p34.2"
"MAGOHB","Approved symbol","MAGOHB","mago homolog B, exon junction complex subunit","HGNC:25504","12p13.2"
"OAT","Approved symbol","OAT","ornithine aminotransferase","HGNC:8091","10q26.13"
"PUF60","Approved symbol","PUF60","poly(U) binding splicing factor 60","HGNC:17042","8q24.3"
"CAV3","Approved symbol","CAV3","caveolin 3","HGNC:1529","3p25.3"
"CAT","Approved symbol","CAT","catalase","HGNC:1516","11p13"
"MRPL44","Approved symbol","MRPL44","mitochondrial ribosomal protein L44","HGNC:16650","2q36.1"
"SOX10","Approved symbol","SOX10","SRY-box transcription factor 10","HGNC:11190","22q13.1"
"ELF2","Approved symbol","ELF2","E74 like ETS transcription factor 2","HGNC:3317","4q31.1"
"MAPK8IP2","Approved symbol","MAPK8IP2","mitogen-activated protein kinase 8 interacting protein 2","HGNC:6883","22q13.33"
"KIAA0754","Approved symbol","KIAA0754","KIAA0754","HGNC:29111","1p34.2"
"TDRD7","Approved symbol","TDRD7","tudor domain containing 7","HGNC:30831","9q22.33"
"PTRH2","Approved symbol","PTRH2","peptidyl-tRNA hydrolase 2","HGNC:24265","17q23.1"
"TRIO","Approved symbol","TRIO","trio Rho guanine nucleotide exchange factor","HGNC:12303","5p15.2"
"MIR19A","Approved symbol","MIR19A","microRNA 19a","HGNC:31574","13q31.3"
"KAT2A","Approved symbol","KAT2A","lysine acetyltransferase 2A","HGNC:4201","17q21.2"
"RBCK1","Approved symbol","RBCK1","RANBP2-type and C3HC4-type zinc finger containing 1","HGNC:15864","20p13"
"KIF11","Approved symbol","KIF11","kinesin family member 11","HGNC:6388","10q23.33"
"ADCY6","Approved symbol","ADCY6","adenylate cyclase 6","HGNC:237","12q13.12"
"RBM4","Approved symbol","RBM4","RNA binding motif protein 4","HGNC:9901","11q13.2"
"SOX4","Approved symbol","SOX4","SRY-box transcription factor 4","HGNC:11200","6p22.3"
"RPL21","Approved symbol","RPL21","ribosomal protein L21","HGNC:10313","13q12.2"
"SNX9","Approved symbol","SNX9","sorting nexin 9","HGNC:14973","6q25.3"
"MATK","Approved symbol","MATK","megakaryocyte-associated tyrosine kinase","HGNC:6906","19p13.3"
"EED","Approved symbol","EED","embryonic ectoderm development","HGNC:3188","11q14.2"
"ACTA2","Approved symbol","ACTA2","actin alpha 2, smooth muscle","HGNC:130","10q23.31"
"SOS1","Approved symbol","SOS1","SOS Ras/Rac guanine nucleotide exchange factor 1","HGNC:11187","2p22.1"
"CD79A","Approved symbol","CD79A","CD79a molecule","HGNC:1698","19q13.2"
"XPO6","Approved symbol","XPO6","exportin 6","HGNC:19733","16p11.2"
"CCNA1","Approved symbol","CCNA1","cyclin A1","HGNC:1577","13q13.3"
"ULK1","Approved symbol","ULK1","unc-51 like autophagy activating kinase 1","HGNC:12558","12q24.33"
"DERL1","Approved symbol","DERL1","derlin 1","HGNC:28454","8q24.13"
"YWHAQ","Approved symbol","YWHAQ","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta","HGNC:12854","2p25.1"
"SUGT1","Approved symbol","SUGT1","SGT1 homolog, MIS12 kinetochore complex assembly cochaperone","HGNC:16987","13q14.3"
"SMNDC1","Approved symbol","SMNDC1","survival motor neuron domain containing 1","HGNC:16900","10q25.2"
"AHCY","Approved symbol","AHCY","adenosylhomocysteinase","HGNC:343","20q11.22"
"IKZF2","Approved symbol","IKZF2","IKAROS family zinc finger 2","HGNC:13177","2q34"
"TNK2","Approved symbol","TNK2","tyrosine kinase non receptor 2","HGNC:19297","3q29"
"CEBPB","Approved symbol","CEBPB","CCAAT enhancer binding protein beta","HGNC:1834","20q13.13"
"SMAD7","Approved symbol","SMAD7","SMAD family member 7","HGNC:6773","18q21.1"
"CD53","Approved symbol","CD53","CD53 molecule","HGNC:1686","1p13.3"
"PRR14","Approved symbol","PRR14","proline rich 14","HGNC:28458","16p11.2"
"SPSB4","Approved symbol","SPSB4","splA/ryanodine receptor domain and SOCS box containing 4","HGNC:30630","3q23"
"RBM39","Approved symbol","RBM39","RNA binding motif protein 39","HGNC:15923","20q11.22"
"DAPK3","Approved symbol","DAPK3","death associated protein kinase 3","HGNC:2676","19p13.3"
"PNPLA6","Approved symbol","PNPLA6","patatin like phospholipase domain containing 6","HGNC:16268","19p13.2"
"YAP1","Approved symbol","YAP1","Yes1 associated transcriptional regulator","HGNC:16262","11q22.1"
"PLOD3","Approved symbol","PLOD3","procollagen-lysine,2-oxoglutarate 5-dioxygenase 3","HGNC:9083","7q22.1"
"S100A10","Approved symbol","S100A10","S100 calcium binding protein A10","HGNC:10487","1q21.3"
"USP39","Approved symbol","USP39","ubiquitin specific peptidase 39","HGNC:20071","2p11.2"
"YTHDF1","Approved symbol","YTHDF1","YTH N6-methyladenosine RNA binding protein 1","HGNC:15867","20q13.33"
"PABPC3","Approved symbol","PABPC3","poly(A) binding protein cytoplasmic 3","HGNC:8556","13q12.13"
"SMS","Approved symbol","SMS","spermine synthase","HGNC:11123","Xp22.11"
"RAP2A","Approved symbol","RAP2A","RAP2A, member of RAS oncogene family","HGNC:9861","13q32.1"
"TBL1XR1","Approved symbol","TBL1XR1","TBL1X receptor 1","HGNC:29529","3q26.32"
"NKAP","Approved symbol","NKAP","NFKB activating protein","HGNC:29873","Xq24"
"TBL3","Approved symbol","TBL3","transducin beta like 3","HGNC:11587","16p13.3"
"DHCR24","Approved symbol","DHCR24","24-dehydrocholesterol reductase","HGNC:2859","1p32.3"
"PPP3CA","Approved symbol","PPP3CA","protein phosphatase 3 catalytic subunit alpha","HGNC:9314","4q24"
"MPP6","Approved symbol","MPP6","membrane palmitoylated protein 6","HGNC:18167","7p15.3"
"CRY2","Approved symbol","CRY2","cryptochrome circadian regulator 2","HGNC:2385","11p11.2"
"SDC1","Approved symbol","SDC1","syndecan 1","HGNC:10658","2p24.1"
"DSCC1","Approved symbol","DSCC1","DNA replication and sister chromatid cohesion 1","HGNC:24453","8q24.12"
"DDIT3","Approved symbol","DDIT3","DNA damage inducible transcript 3","HGNC:2726","12q13.3"
"NCKAP1L","Approved symbol","NCKAP1L","NCK associated protein 1 like","HGNC:4862","12q13.13-q13.2"
"BACH1","Approved symbol","BACH1","BTB domain and CNC homolog 1","HGNC:935","21q21.3"
"FUBP3","Approved symbol","FUBP3","far upstream element binding protein 3","HGNC:4005","9q34.11-q34.12"
"ANKRD40","Approved symbol","ANKRD40","ankyrin repeat domain 40","HGNC:28233","17q21.33"
"ATP6V1D","Approved symbol","ATP6V1D","ATPase H+ transporting V1 subunit D","HGNC:13527","14q23.3"
"HAX1","Approved symbol","HAX1","HCLS1 associated protein X-1","HGNC:16915","1q21.3"
"PIM1","Approved symbol","PIM1","Pim-1 proto-oncogene, serine/threonine kinase","HGNC:8986","6p21.2"
"PPIAP22","Approved symbol","PPIAP22","peptidylprolyl isomerase A pseudogene 22","HGNC:17236","21q21.1"
"FCN1","Approved symbol","FCN1","ficolin 1","HGNC:3623","9q34.3"
"GGA1","Approved symbol","GGA1","golgi associated, gamma adaptin ear containing, ARF binding protein 1","HGNC:17842","22q13.1"
"NOP58","Approved symbol","NOP58","NOP58 ribonucleoprotein","HGNC:29926","2q33.1"
"NUP98","Approved symbol","NUP98","nucleoporin 98 and 96 precursor","HGNC:8068","11p15.4"
"RPA4","Approved symbol","RPA4","replication protein A4","HGNC:30305","Xq21.33"
"REV1","Approved symbol","REV1","REV1 DNA directed polymerase","HGNC:14060","2q11.2"
"AMOTL1","Approved symbol","AMOTL1","angiomotin like 1","HGNC:17811","11q21"
"EPB41L5","Approved symbol","EPB41L5","erythrocyte membrane protein band 4.1 like 5","HGNC:19819","2q14.2"
"ABCD3","Approved symbol","ABCD3","ATP binding cassette subfamily D member 3","HGNC:67","1p21.3"
"FOXM1","Approved symbol","FOXM1","forkhead box M1","HGNC:3818","12p13.33"
"LARP1","Approved symbol","LARP1","La ribonucleoprotein 1, translational regulator","HGNC:29531","5q33.2"
"MAGEA11","Approved symbol","MAGEA11","MAGE family member A11","HGNC:6798","Xq28"
"ARHGDIA","Approved symbol","ARHGDIA","Rho GDP dissociation inhibitor alpha","HGNC:678","17q25.3"
"FGF9","Approved symbol","FGF9","fibroblast growth factor 9","HGNC:3687","13q12.11"
"FAM110B","Approved symbol","FAM110B","family with sequence similarity 110 member B","HGNC:28587","8q12.1"
"NRDC","Approved symbol","NRDC","nardilysin convertase","HGNC:7995","1p32.3"
"COPZ1","Approved symbol","COPZ1","COPI coat complex subunit zeta 1","HGNC:2243","12q13.13"
"PNKD","Approved symbol","PNKD","PNKD metallo-beta-lactamase domain containing","HGNC:9153","2q35"
"TMPRSS11B","Approved symbol","TMPRSS11B","transmembrane serine protease 11B","HGNC:25398","4q13.2"
"SAMM50","Approved symbol","SAMM50","SAMM50 sorting and assembly machinery component","HGNC:24276","22q13.31"
"CDV3","Approved symbol","CDV3","CDV3 homolog","HGNC:26928","3q22.1"
"PPP2R5E","Approved symbol","PPP2R5E","protein phosphatase 2 regulatory subunit B'epsilon","HGNC:9313","14q23.2"
"PES1","Approved symbol","PES1","pescadillo ribosomal biogenesis factor 1","HGNC:8848","22q12.2"
"AP3B1","Approved symbol","AP3B1","adaptor related protein complex 3 subunit beta 1","HGNC:566","5q14.1"
"CD300LB","Approved symbol","CD300LB","CD300 molecule like family member b","HGNC:30811","17q25.1"
"SLC4A1AP","Approved symbol","SLC4A1AP","solute carrier family 4 member 1 adaptor protein","HGNC:13813","2p23.3"
"MED25","Approved symbol","MED25","mediator complex subunit 25","HGNC:28845","19q13.3"
"EIF4A1","Approved symbol","EIF4A1","eukaryotic translation initiation factor 4A1","HGNC:3282","17p13.1"
"RPL18A","Approved symbol","RPL18A","ribosomal protein L18a","HGNC:10311","19p13.11"
"TWNK","Approved symbol","TWNK","twinkle mtDNA helicase","HGNC:1160","10q24.31"
"NCOA2","Approved symbol","NCOA2","nuclear receptor coactivator 2","HGNC:7669","8q13.3"
"PYCR3","Approved symbol","PYCR3","pyrroline-5-carboxylate reductase 3","HGNC:25846","8q24.3"
"MAX","Approved symbol","MAX","MYC associated factor X","HGNC:6913","14q23.3"
"FASLG","Approved symbol","FASLG","Fas ligand","HGNC:11936","1q24.3"
"MYO1C","Approved symbol","MYO1C","myosin IC","HGNC:7597","17p13.3"
"LEMD2","Approved symbol","LEMD2","LEM domain nuclear envelope protein 2","HGNC:21244","6p21.31"
"EIF2B1","Approved symbol","EIF2B1","eukaryotic translation initiation factor 2B subunit alpha","HGNC:3257","12q24.31"
"CXCR2","Approved symbol","CXCR2","C-X-C motif chemokine receptor 2","HGNC:6027","2q35"
"PYCARD","Approved symbol","PYCARD","PYD and CARD domain containing","HGNC:16608","16p11.2"
"YWHAH","Approved symbol","YWHAH","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta","HGNC:12853","22q12.3"
"MIR17","Approved symbol","MIR17","microRNA 17","HGNC:31547","13q31.3"
"NUP210","Approved symbol","NUP210","nucleoporin 210","HGNC:30052","3p25.1"
"ARL1","Approved symbol","ARL1","ADP ribosylation factor like GTPase 1","HGNC:692","12q23.2"
"CACNA1C","Approved symbol","CACNA1C","calcium voltage-gated channel subunit alpha1 C","HGNC:1390","12p13.33"
"ZNF763","Approved symbol","ZNF763","zinc finger protein 763","HGNC:27614","19p13.2"
"VWA8","Approved symbol","VWA8","von Willebrand factor A domain containing 8","HGNC:29071","13q14.11"
"AHCYL2","Approved symbol","AHCYL2","adenosylhomocysteinase like 2","HGNC:22204","7q32.1"
"TIMM50","Approved symbol","TIMM50","translocase of inner mitochondrial membrane 50","HGNC:23656","19q13.2"
"MNDA","Approved symbol","MNDA","myeloid cell nuclear differentiation antigen","HGNC:7183","1q23.1"
"YWHAB","Approved symbol","YWHAB","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta","HGNC:12849","20q13.12"
"FKBP4","Approved symbol","FKBP4","FKBP prolyl isomerase 4","HGNC:3720","12p13.33"
"ARPC1B","Approved symbol","ARPC1B","actin related protein 2/3 complex subunit 1B","HGNC:704","7q22.1"
"IL1RAP","Approved symbol","IL1RAP","interleukin 1 receptor accessory protein","HGNC:5995","3q28"
"GSTP1","Approved symbol","GSTP1","glutathione S-transferase pi 1","HGNC:4638","11q13.2"
"TLE1","Approved symbol","TLE1","TLE family member 1, transcriptional corepressor","HGNC:11837","9q21.32"
"MAP4","Approved symbol","MAP4","microtubule associated protein 4","HGNC:6862","3p21.31"
"INPP5D","Approved symbol","INPP5D","inositol polyphosphate-5-phosphatase D","HGNC:6079","2q37.1"
"E2F6","Approved symbol","E2F6","E2F transcription factor 6","HGNC:3120","2p25.1"
"PLG","Approved symbol","PLG","plasminogen","HGNC:9071","6q26"
"CCDC50","Approved symbol","CCDC50","coiled-coil domain containing 50","HGNC:18111","3q28"
"APOL1","Approved symbol","APOL1","apolipoprotein L1","HGNC:618","22q12.3"
"BHLHE40","Approved symbol","BHLHE40","basic helix-loop-helix family member e40","HGNC:1046","3p26.1"
"TERT","Approved symbol","TERT","telomerase reverse transcriptase","HGNC:11730","5p15.33"
"MMP10","Approved symbol","MMP10","matrix metallopeptidase 10","HGNC:7156","11q22.2"
"BMP2K","Approved symbol","BMP2K","BMP2 inducible kinase","HGNC:18041","4q21.21"
"STAT6","Approved symbol","STAT6","signal transducer and activator of transcription 6","HGNC:11368","12q13.3"
"HDAC9","Approved symbol","HDAC9","histone deacetylase 9","HGNC:14065","7p21.1"
"HSP90B1","Approved symbol","HSP90B1","heat shock protein 90 beta family member 1","HGNC:12028","12q23.3"
"CDC25B","Approved symbol","CDC25B","cell division cycle 25B","HGNC:1726","20p13"
"TUBB","Approved symbol","TUBB","tubulin beta class I","HGNC:20778","6p21.33"
"TPTE","Approved symbol","TPTE","transmembrane phosphatase with tensin homology","HGNC:12023","21p11.2"
"RNF144B","Approved symbol","RNF144B","ring finger protein 144B","HGNC:21578","6p22.3"
"PMS2","Approved symbol","PMS2","PMS1 homolog 2, mismatch repair system component","HGNC:9122","7p22.1"
"INPPL1","Approved symbol","INPPL1","inositol polyphosphate phosphatase like 1","HGNC:6080","11q13.4"
"CRYAB","Approved symbol","CRYAB","crystallin alpha B","HGNC:2389","11q23.1"
"CSF2RA","Approved symbol","CSF2RA","colony stimulating factor 2 receptor subunit alpha","HGNC:2435","Xp22.32 and Yp11.3"
"SPATS2","Approved symbol","SPATS2","spermatogenesis associated serine rich 2","HGNC:18650","12q13.12"
"ADAM30","Approved symbol","ADAM30","ADAM metallopeptidase domain 30","HGNC:208","1p12"
"EFNB1","Approved symbol","EFNB1","ephrin B1","HGNC:3226","Xq13.1"
"BAK1","Approved symbol","BAK1","BCL2 antagonist/killer 1","HGNC:949","6p21.31"
"KCTD3","Approved symbol","KCTD3","potassium channel tetramerization domain containing 3","HGNC:21305","1q41"
"TNFRSF10A","Approved symbol","TNFRSF10A","TNF receptor superfamily member 10a","HGNC:11904","8p21.3"
"MTUS2","Approved symbol","MTUS2","microtubule associated scaffold protein 2","HGNC:20595","13q12.3"
"RYK","Approved symbol","RYK","receptor like tyrosine kinase","HGNC:10481","3q22.2"
"YES1","Approved symbol","YES1","YES proto-oncogene 1, Src family tyrosine kinase","HGNC:12841","18p11.32"
"ACTN4","Approved symbol","ACTN4","actinin alpha 4","HGNC:166","19q13.2"
"SLC9A3R1","Approved symbol","SLC9A3R1","SLC9A3 regulator 1","HGNC:11075","17q25.1"
"KDR","Approved symbol","KDR","kinase insert domain receptor","HGNC:6307","4q12"
"CTH","Approved symbol","CTH","cystathionine gamma-lyase","HGNC:2501","1p31.1"
"HDAC5","Approved symbol","HDAC5","histone deacetylase 5","HGNC:14068","17q21.31"
"HBZ","Approved symbol","HBZ","hemoglobin subunit zeta","HGNC:4835","16p13.3"
"SAAL1","Approved symbol","SAAL1","serum amyloid A like 1","HGNC:25158","11p15.1"
"NHLRC2","Approved symbol","NHLRC2","NHL repeat containing 2","HGNC:24731","10q25.3"
"MRPL10","Approved symbol","MRPL10","mitochondrial ribosomal protein L10","HGNC:14055","17q21.32"
"VAMP2","Approved symbol","VAMP2","vesicle associated membrane protein 2","HGNC:12643","17p13.1"
"CEP120","Approved symbol","CEP120","centrosomal protein 120","HGNC:26690","5q23.2"
"KDM6A","Approved symbol","KDM6A","lysine demethylase 6A","HGNC:12637","Xp11.3"
"DLST","Approved symbol","DLST","dihydrolipoamide S-succinyltransferase","HGNC:2911","14q24.3"
"SAP30","Approved symbol","SAP30","Sin3A associated protein 30","HGNC:10532","4q34.1"
"MAT2A","Approved symbol","MAT2A","methionine adenosyltransferase 2A","HGNC:6904","2p11.2"
"AMOTL2","Approved symbol","AMOTL2","angiomotin like 2","HGNC:17812","3q22.2"
"MYD88","Approved symbol","MYD88","MYD88 innate immune signal transduction adaptor","HGNC:7562","3p22.2"
"HIP1R","Approved symbol","HIP1R","huntingtin interacting protein 1 related","HGNC:18415","12q24.31"
"ARF6","Approved symbol","ARF6","ADP ribosylation factor 6","HGNC:659","14q21.3"
"ARPC3","Approved symbol","ARPC3","actin related protein 2/3 complex subunit 3","HGNC:706","12q24.11"
